10243,8048,1,7,1,1,0,10,0,9,1,6,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0
2391,7456,1,5,5,13,3,16,5,15,8,7,0,0,0,1,3,0,0,1,1,0,1,0,0,0,0,0
2391,97,-1,5,5,13,3,0,0,102,4,22,0,0,0,0,10,1,1,0,0,0,0,0,5,0,5,0
2391,195,-1,5,5,13,3,11,7,4,0,8,3,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
2391,5828,1,5,5,13,3,44,3,31,0,17,4,1,2,0,3,0,0,0,1,1,2,1,1,0,1,0
2391,2209,1,5,5,13,3,12,1,28,5,7,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,0
2391,1644,1,5,5,13,3,8,2,9,0,6,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2391,3083,1,5,5,13,3,13,0,0,2,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2391,8108,1,5,5,13,3,12,1,49,0,15,1,0,0,0,7,0,1,0,2,0,0,0,1,0,3,0
2391,1453,1,5,5,13,3,7,1,22,1,11,0,0,2,0,3,0,1,0,2,0,0,0,0,0,3,0
2391,765,1,5,5,13,3,6,1,2,0,5,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2391,8497,1,5,5,13,3,20,0,5,0,9,2,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0
2391,6388,1,5,5,13,3,9,0,13,0,8,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2391,2377,1,5,5,13,3,6,0,5,0,5,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
2391,5028,1,5,5,13,3,5,0,7,0,7,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0
2391,4284,1,5,5,13,3,11,0,23,2,10,0,0,1,0,3,1,0,0,1,0,1,0,1,0,2,0
2391,8253,-1,5,5,13,3,1,2,11,15,7,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1
6672,5828,1,9,0,2,0,44,3,31,0,7,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
